"neighbourhood_cleansed","room_type","bathrooms","bedrooms","accommodates","minimum_nights","availability_365","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_location","host_is_superhost","instant_bookable","host_identity_verified","calculated_host_listings_count","dist_to_downtown","price"
"Ramsey","Entire home/apt",1,2,5,2,144,34,4.94,4.79,4.97,1,0,1,4,3.50787437061041,75
"Ramsey","Entire home/apt",2.5,6,12,1,288,53,5,4.96,4.98,1,0,1,2,1.99362162529707,375
"Ramsey","Entire home/apt",1.5,2,4,21,250,3,4.67,4.67,5,0,1,1,3,1.04437681360649,138
"Ramsey","Private room",1,1,1,7,48,16,4.38,4.38,4.38,0,0,1,2,1.81259788812736,24
"Ramsey","Private room",2,1,4,1,363,31,4.61,4.42,4.87,0,0,1,7,3.4443295141043,49
"Hennepin","Private room",1,1,2,2,150,18,4.83,5,4.28,1,1,1,13,0.988021904705437,38
"Hennepin","Private room",1,1,2,2,174,21,4.86,5,4.29,1,1,1,13,0.894013305747218,38
"Hennepin","Private room",1.5,1,2,2,161,26,4.96,5,4.35,1,1,1,13,0.883260757822959,41
"Hennepin","Entire home/apt",3.5,5,14,1,282,28,4.82,4.79,4.89,0,0,1,1,10.8387152641,232
"Hennepin","Entire home/apt",1,3,8,1,318,84,4.81,4.89,4.79,1,0,1,1,8.31110404400468,98
"Ramsey","Entire home/apt",1,2,4,2,215,78,4.94,5,4.94,1,0,1,2,3.3642440226701,128
"Ramsey","Entire home/apt",2,3,9,3,334,40,4.85,4.93,4.8,1,0,0,6,6.05390035490635,128
"Hennepin","Entire home/apt",1,3,6,1,332,30,5,5,4.97,1,0,1,1,1.63709331427006,180
"Hennepin","Entire home/apt",2,3,7,3,96,10,5,5,5,0,0,0,1,21.2597734980844,150
"Ramsey","Entire home/apt",1,3,5,2,147,88,5,5,4.99,1,0,0,1,4.70311273641196,139
"Hennepin","Entire home/apt",2.5,3,6,1,349,13,4.15,4.46,4.38,1,0,1,91,3.27149422834943,176
"Hennepin","Private room",1,1,4,3,311,11,4.73,4.73,4.91,0,0,1,1,4.69111396469823,89
"Hennepin","Entire home/apt",1.5,3,6,3,37,26,4.88,4.85,4.27,1,0,1,2,2.80246814854842,104
"Hennepin","Entire home/apt",3,4,10,2,350,29,5,4.83,4.97,1,0,1,1,3.37887039961796,325
"Ramsey","Entire home/apt",2.5,4,9,2,297,49,4.86,4.96,4.94,0,0,1,2,10.8802966995836,164
"Hennepin","Entire home/apt",2,2,4,4,138,3,5,5,4.67,0,0,1,1,2.54353641044578,101
"Chisago","Private room",1,1,2,3,0,15,4.93,4.93,4.8,1,0,1,2,32.7899985600009,65
"Wright","Entire home/apt",2,3,12,3,290,5,5,5,5,0,0,1,1,43.9301441237006,700
"Ramsey","Entire home/apt",1,1,2,3,350,14,4.64,4.64,3.93,0,1,1,5,2.40708121703752,72
"Ramsey","Entire home/apt",1,1,2,2,362,19,4.74,4.74,3.63,0,1,1,5,2.3589486590265,72
"Hennepin","Entire home/apt",1,2,3,2,33,8,5,5,5,0,0,1,1,3.06684326571457,105
"Scott","Entire home/apt",2,3,7,2,194,46,4.96,4.96,4.91,1,0,1,2,29.3038159595457,219
"Hennepin","Entire home/apt",2,3,10,3,235,26,4.96,5,4.96,1,0,0,1,10.5210939537267,350
"Hennepin","Entire home/apt",2,3,8,2,210,51,4.9,4.8,4.96,1,1,1,1,15.6597298040172,127
"Ramsey","Entire home/apt",2,3,10,1,93,12,4.92,5,4.92,1,0,1,2,3.09169605550273,157
"Ramsey","Entire home/apt",3,4,12,1,76,82,4.99,4.99,4.84,1,0,1,2,3.05994221864507,251
"Hennepin","Entire home/apt",1.5,3,6,3,327,48,4.73,4.81,4.33,0,1,1,1,0.981801607544009,199
"Washington","Private room",1,1,1,1,0,3,5,5,5,0,0,1,1,24.5280388700509,60
"Hennepin","Private room",4,4,16,1,63,1,5,5,5,0,1,1,14,8.66573563858977,655
"Hennepin","Private room",2,2,8,1,63,1,4,5,5,0,1,1,14,8.6961370017371,327
"Hennepin","Private room",1,1,2,1,63,1,5,5,5,0,1,1,14,8.66937308671212,164
"Hennepin","Entire home/apt",1,2,4,30,365,2,4,4.5,4.5,0,1,1,8,1.54450104207827,90
"Hennepin","Entire home/apt",1.5,2,4,180,325,3,5,5,4.67,0,1,1,5,4.35094541653474,135
"Ramsey","Entire home/apt",1,1,2,1,316,84,4.95,4.93,4.93,1,1,0,2,10.1913114600967,130
"Ramsey","Entire home/apt",1,1,2,1,355,30,4.97,4.87,4.97,1,1,0,2,10.1952051328212,139
"Ramsey","Entire home/apt",1,2,5,3,65,14,4.71,5,4.64,1,0,1,2,2.06236683712823,109
"Washington","Entire home/apt",2.5,4,10,2,208,33,4.91,5,5,1,0,1,1,16.0369351967856,921
"Hennepin","Entire home/apt",1,2,3,7,137,16,4.88,4.56,5,1,1,1,1,4.71615380284861,90
"Hennepin","Private room",1,1,4,1,63,1,2,5,5,0,1,1,14,8.61314848706182,164
"Hennepin","Private room",1.5,1,2,30,0,4,5,5,5,1,1,0,3,5.01692936614055,39
"Ramsey","Entire home/apt",2,3,9,3,360,48,4.85,4.94,4.85,1,0,0,6,5.39326076517156,141
"Hennepin","Entire home/apt",1,1,2,30,51,2,4,3.5,5,0,0,1,5,3.31926970407809,55
"Hennepin","Entire home/apt",2,4,16,1,361,62,4.73,4.76,4.65,0,0,0,1,3.16626376131536,154
"Ramsey","Entire home/apt",1,2,6,29,230,11,4.73,4.36,4.55,0,1,1,6,1.85330036736963,48
"Washington","Entire home/apt",2,3,8,2,333,4,4.75,5,4.75,0,0,1,1,23.6432249046164,425
"Hennepin","Entire home/apt",6,11,16,1,304,30,4.43,4.5,4.8,0,0,0,8,1.62375597063356,494
"Hennepin","Entire home/apt",1,3,6,2,65,19,4.47,4.21,4.68,0,0,1,3,1.58274186278674,118
"Hennepin","Entire home/apt",1,2,4,2,65,36,4.56,4.53,4.39,0,0,1,3,1.64271937504831,94
"Hennepin","Entire home/apt",1,1,2,2,65,14,4.57,4.64,4.71,0,0,1,3,1.66529080206952,86
"Chisago","Entire home/apt",1,1,4,1,330,83,4.8,4.8,4.9,1,1,1,1,39.2219256377901,75
"Washington","Entire home/apt",2,2,5,28,326,1,5,5,5,0,0,1,1,15.7039108051124,125
"Chisago","Private room",1,1,2,1,352,8,4.38,4.5,5,0,0,1,10,50.9494345409205,155
"Ramsey","Private room",1,1,1,3,215,9,4.89,5,5,1,0,1,3,2.42822334573097,64
"Hennepin","Entire home/apt",1,2,4,2,158,1,5,5,3,1,1,1,13,0.986092859046355,156
"Hennepin","Private room",1,1,2,2,168,14,4.21,4.71,3.71,1,1,1,13,1.01695889366905,38
"Hennepin","Private room",1,1,2,2,164,37,4.65,4.86,4.27,1,1,1,13,0.882437856183576,38
"Ramsey","Entire home/apt",1,2,4,1,169,17,4.76,4.65,4.76,0,0,1,1,5.13228249331904,98
"Sherburne","Entire home/apt",1,1,4,1,301,59,4.95,4.9,4.83,1,1,0,5,37.1819698250436,65
"Wright","Entire home/apt",2,4,8,2,144,23,4.74,4.74,4.83,0,0,1,1,47.0705959626475,170
"Dakota","Entire home/apt",2,4,8,1,147,15,4.87,4.8,4.93,0,0,0,1,2.1160721002326,220
"Dakota","Entire home/apt",2,5,8,1,289,117,4.96,4.97,4.95,1,0,1,3,16.9436354690521,254
"Ramsey","Entire home/apt",1,1,4,1,358,29,4.55,4.62,4.93,0,0,0,2,10.1572694884482,60
"Anoka","Private room",1,1,1,1,359,9,4.78,4.56,4.89,0,0,1,3,15.012596416508,46
"Hennepin","Entire home/apt",1,2,6,2,321,28,4.5,4.32,4.57,0,1,1,29,3.18940923991084,97
"Anoka","Private room",1.5,1,1,1,188,5,4,3.6,3.6,0,1,1,3,15.0636379507254,72
"Washington","Entire home/apt",2,3,5,1,0,8,5,5,5,0,1,0,1,16.0264667343168,105
"Hennepin","Entire home/apt",2,3,5,4,262,12,4.58,4.5,4.75,0,1,0,1,2.81371654311384,160
"Carver","Entire home/apt",4.5,4,8,5,131,3,4.33,4,4.33,0,0,1,1,17.0122882957828,429
"Chisago","Private room",1,1,2,1,356,6,4.83,5,4.67,0,0,1,10,51.041267021989,115
"Ramsey","Entire home/apt",1,3,8,2,120,62,4.94,4.95,4.95,1,0,1,5,3.61724995909587,145
"Hennepin","Entire home/apt",1,2,7,1,123,47,4.36,4.28,4.74,0,0,1,19,3.18478419590025,93
"Hennepin","Entire home/apt",1.5,4,8,1,95,92,4.91,4.91,4.9,0,0,1,19,3.12443498829324,132
"Hennepin","Entire home/apt",2,3,6,2,28,27,4.93,5,4.96,1,0,1,3,7.10216546220928,168
"Anoka","Entire home/apt",1,2,5,3,220,41,4.8,4.95,4.83,0,0,0,1,21.2121244094226,70
"Washington","Entire home/apt",1,2,6,2,236,8,4.38,5,4.88,0,0,1,2,23.3062840340371,365
"Hennepin","Entire home/apt",1,3,8,1,113,16,4.75,4.75,4.94,0,0,1,19,5.4219878680064,142
"Hennepin","Entire home/apt",1,2,6,4,164,54,4.3,4.04,4.72,0,0,1,19,2.23236360194196,91
"Hennepin","Entire home/apt",1.5,4,10,1,169,65,4.32,4.14,4.54,0,0,1,19,2.22790880792914,97
"Dakota","Entire home/apt",3.5,8,16,2,294,36,4.97,4.97,5,1,1,1,6,6.97019084961211,525
"Hennepin","Entire home/apt",1,1,4,4,173,77,4.49,4.39,4.79,0,0,1,19,2.23225438088366,61
"Hennepin","Entire home/apt",1,1,4,4,343,27,4.19,4.19,4.85,0,0,1,19,2.28079305724531,61
"Chisago","Entire home/apt",2,3,6,2,343,12,5,4.92,5,1,0,1,3,35.5515108015872,240
"Ramsey","Private room",1,1,1,1,365,3,5,5,5,1,0,1,64,2.75880044368624,27
"Hennepin","Entire home/apt",1,1,4,1,178,76,4.45,4.66,4.66,0,0,1,19,3.14748520538428,66
"Scott","Entire home/apt",1,1,4,5,267,5,5,5,5,0,0,1,1,20.4316749085035,120
"Chisago","Entire home/apt",1,1,2,2,344,27,5,4.93,5,1,0,1,3,35.5810348235892,180
"Sherburne","Entire home/apt",1,2,4,2,324,29,4.9,4.86,4.86,1,0,0,5,28.6618309975988,210
"Hennepin","Entire home/apt",1.5,3,14,2,144,47,4.94,4.91,5,1,0,1,1,9.21634460920016,105
"Hennepin","Entire home/apt",2,5,10,3,161,23,4.96,5,4.87,1,1,1,2,2.28802926380012,273
"Hennepin","Entire home/apt",1.5,2,6,1,320,14,4.79,5,4.93,1,0,1,91,3.55965804876999,158
"Ramsey","Private room",1,1,1,2,135,2,5,4.5,4.5,0,0,1,2,1.91490806617711,32
"Carver","Entire home/apt",0.5,1,2,1,180,15,4.53,4.6,4.93,0,0,0,1,27.3048966665149,249
"Ramsey","Entire home/apt",2,3,6,2,90,44,4.57,4.77,4.11,0,0,1,2,1.49697742665265,174
"Pierce","Entire home/apt",1,2,6,2,59,40,4.83,4.85,4.95,1,0,1,4,24.097175876731,106
"Hennepin","Entire home/apt",2,1,4,1,170,36,4.94,4.97,4.72,1,1,1,5,5.39962752798308,93
"Hennepin","Entire home/apt",2,4,10,4,151,72,4.86,4.9,4.76,0,0,1,19,2.64337215087441,108
"Washington","Entire home/apt",1,1,5,1,62,94,4.95,4.96,4.94,1,0,1,1,15.6745676643593,100
"Washington","Private room",1,1,2,1,279,27,4.96,5,4.89,1,0,1,1,10.3684295252662,40
"Carver","Entire home/apt",3,5,14,2,360,10,4.4,4.4,4.9,0,0,1,1,17.6284306188506,555
"Hennepin","Entire home/apt",1.5,2,5,2,22,18,4.72,4.44,4.72,0,0,1,1,2.82028189934387,205
"Hennepin","Entire home/apt",2,3,8,3,180,2,5,5,5,0,1,0,1,19.3824930177177,375
"Hennepin","Entire home/apt",1.5,5,12,2,281,54,5,5,4.98,1,1,1,4,2.86021549684214,169
"Pierce","Entire home/apt",1,1,7,1,329,19,4.74,4.84,4.79,0,0,1,2,19.7283270844518,159
"Ramsey","Entire home/apt",2,3,6,2,0,11,5,5,4.91,1,0,1,1,7.11396696900082,249
"Hennepin","Entire home/apt",4,4,9,3,346,19,4.58,4,4.84,0,0,1,1,6.26901738289492,185
"Dakota","Entire home/apt",2,3,6,28,10,4,5,5,5,1,0,1,1,3.54540393168794,120
"Hennepin","Entire home/apt",3,5,11,14,158,2,4.5,4.5,4.5,0,1,1,5,2.67350681729591,260
"Ramsey","Entire home/apt",1,1,2,3,53,56,4.98,4.98,4.84,1,0,1,6,1.16478347810084,69
"Ramsey","Entire home/apt",2,5,10,2,143,17,4.47,4.35,4.82,0,1,1,1,3.9793929415748,185
"Hennepin","Entire home/apt",1,1,4,2,118,106,4.98,4.99,4.95,1,0,1,1,2.70218950525913,73
"Ramsey","Entire home/apt",1,1,2,3,65,11,5,5,4.73,1,0,1,2,2.05824104471413,71
"Hennepin","Entire home/apt",1,1,4,30,235,4,4.5,4.5,4.5,0,0,1,9,2.53041183745697,59
"Hennepin","Entire home/apt",1,2,4,7,364,4,5,5,4.75,0,0,1,9,2.88140099452936,149
"Ramsey","Entire home/apt",1,1,3,2,280,76,4.88,4.93,4.89,1,0,1,1,3.13035516705145,82
"Hennepin","Entire home/apt",5,5,16,3,273,25,5,4.96,5,0,1,1,2,2.62826170527742,971
"Hennepin","Entire home/apt",1,3,6,2,318,3,5,5,5,0,0,0,1,3.15631528213518,144
"Hennepin","Entire home/apt",1,3,6,2,359,2,5,5,5,0,1,1,1,2.30341803236296,166
"Chisago","Private room",1,1,2,1,353,7,4.43,4.86,4.43,0,0,1,10,50.9289817574692,115
"Mille Lacs","Entire home/apt",2,2,4,1,116,41,4.95,4.9,4.93,1,1,0,1,80.8629153175165,149
"Hennepin","Private room",1,1,2,30,183,2,5,4.5,5,0,0,1,2,1.88184179877365,31
"Hennepin","Entire home/apt",3.5,4,8,3,148,19,5,4.95,4.95,1,0,0,3,6.60131902113518,350
"Dakota","Entire home/apt",2.5,2,4,30,0,1,5,5,5,0,0,1,1,8.9351102810529,189
"Dakota","Entire home/apt",2.5,5,16,2,180,1,4,4,5,1,1,1,2,14.9017209332947,400
"Hennepin","Entire home/apt",2,4,10,2,96,62,4.95,4.92,4.98,1,0,1,2,4.21364936956583,151
"Hennepin","Entire home/apt",1,1,4,30,247,3,4.67,5,4,0,0,1,9,2.5734730697064,79
"Hennepin","Entire home/apt",1,1,2,2,206,39,4.9,4.97,4.72,1,0,1,1,3.46677890067483,109
"Hennepin","Entire home/apt",1,2,6,7,329,1,5,5,5,0,0,1,9,2.51651704670624,119
"Hennepin","Entire home/apt",1,1,3,1,340,57,4.74,4.61,4.77,1,0,0,1,1.78157757646212,113
"Washington","Entire home/apt",2,4,8,30,181,3,5,5,4.67,1,0,1,1,14.5721913860387,252
"Hennepin","Entire home/apt",1,1,2,2,119,29,4.79,4.9,4.86,1,0,1,3,2.6737297372311,73
"St. Croix","Private room",1,1,2,1,337,4,5,5,5,0,0,0,2,16.6443184647854,120
"Carver","Entire home/apt",3,4,8,3,0,3,5,5,5,0,0,1,1,23.0805198136855,279
"Ramsey","Entire home/apt",1,2,5,1,81,28,4.93,4.79,4.96,1,0,1,12,6.5413063557776,88
"Chisago","Entire home/apt",1,2,6,2,282,9,5,4.89,5,1,0,0,1,31.6378956927388,128
"Anoka","Entire home/apt",2.5,4,8,4,128,16,4.94,4.81,4.94,1,0,1,3,17.3716625572244,130
"Hennepin","Entire home/apt",1,2,6,2,266,6,4.83,5,4.83,0,1,1,2,3.17246763528922,181
"Le Sueur","Entire home/apt",1,2,6,2,237,45,4.82,4.89,4.8,1,0,0,1,48.7781919726904,114
"Hennepin","Entire home/apt",1.5,3,6,4,284,16,5,4.81,4.81,1,0,1,1,3.58456802693012,194
"Ramsey","Entire home/apt",1,2,5,1,77,41,4.85,4.83,4.46,1,1,1,1,1.7305560903423,58
"Chisago","Private room",1,1,2,1,281,19,4.89,5,4.95,0,0,1,1,26.7299708269057,55
"Sherburne","Entire home/apt",2,2,8,2,242,45,4.91,4.93,4.98,1,0,1,1,48.5023735492044,143
"Hennepin","Entire home/apt",1,1,2,7,30,4,5,4.75,5,0,0,1,1,0.287358209852346,120
"Mille Lacs","Entire home/apt",1.5,4,7,1,56,1,5,5,5,0,1,1,1,44.1943095784623,115
"Ramsey","Entire home/apt",2,3,8,1,341,52,4.37,3.92,4.79,0,1,1,1,4.36542457105636,170
"Ramsey","Entire home/apt",1,1,3,1,58,65,5,5,4.98,1,1,0,1,4.43469942419197,82
"Ramsey","Entire home/apt",1,1,2,2,326,16,4.69,4.38,4.31,0,0,1,3,2.31066017553894,60
"Ramsey","Entire home/apt",2,2,4,3,208,14,4.79,4.71,4.93,0,0,1,8,8.12869505981356,179
"Dakota","Private room",1,1,4,1,356,20,4.05,3.95,3.9,0,1,1,3,5.82168297594593,110
"Dakota","Private room",1,1,3,1,356,3,4,4,2.67,0,1,1,3,5.75259175875379,130
"Washington","Private room",1,1,3,1,365,23,5,5,4.91,1,0,1,1,14.5333839167078,58
"Hennepin","Entire home/apt",1,2,4,2,229,93,4.99,4.98,4.91,1,0,0,1,2.51010239626795,55
"Hennepin","Entire home/apt",2,4,10,3,249,39,4.9,4.85,5,1,1,1,4,16.3940149692213,242
"Washington","Entire home/apt",1,2,4,3,249,14,4.71,4.86,4.86,0,1,1,29,15.9099983196429,114
"Hennepin","Entire home/apt",1.5,2,4,30,325,5,5,5,4.6,1,0,1,2,2.55028822718644,110
"Hennepin","Entire home/apt",1,1,5,1,207,53,4.79,4.77,4.79,1,0,1,1,5.28596585819694,61
"Ramsey","Entire home/apt",1,2,4,3,63,16,4.81,4.69,5,1,0,1,2,3.57673344853243,131
"Hennepin","Private room",1,1,1,3,179,1,5,5,5,1,0,1,4,6.18744521319307,40
"Hennepin","Entire home/apt",1.5,2,4,1,352,18,5,5,5,1,0,1,2,3.29279288063356,165
"Ramsey","Private room",1,2,6,1,208,39,4.82,4.95,4.87,0,0,0,1,6.30454905820742,56
"Hennepin","Entire home/apt",1,2,5,3,151,2,5,5,5,0,1,1,1,19.7576331434927,250
"Chisago","Private room",1,1,1,30,62,2,5,4,5,0,1,1,3,32.7525717304257,53
"Ramsey","Private room",3,1,1,10,356,2,5,4.5,5,1,0,1,64,4.1012537890385,37
"Washington","Private room",1,1,2,2,108,17,5,5,4.94,1,1,1,1,15.2168552156693,118
"Hennepin","Entire home/apt",1,3,5,3,187,17,5,5,5,0,0,0,1,1.47851552169663,166
"Hennepin","Private room",1,1,2,7,159,10,4,4.4,4,0,1,0,2,9.80775123068145,35
"Hennepin","Entire home/apt",7.5,10,16,1,55,1,5,5,5,1,0,1,91,16.1076205735681,1161
"Hennepin","Entire home/apt",6.5,7,16,1,279,3,4.67,5,5,1,0,1,91,16.1442878444784,918
"Hennepin","Entire home/apt",1,3,6,1,52,8,4.88,5,5,1,0,1,91,16.1753552283251,222
"Anoka","Private room",2,1,1,3,81,26,4.92,4.85,4.81,1,0,1,5,5.07963351642203,38
"Hennepin","Entire home/apt",1.5,3,6,3,264,18,5,5,5,1,0,1,3,12.7444441598093,149
"Hennepin","Entire home/apt",1,1,3,30,142,1,5,5,5,0,0,1,1,2.25900835144947,105
"Hennepin","Entire home/apt",1.5,3,8,3,243,16,4.88,5,4.88,1,0,0,4,6.45117658444262,170
"Hennepin","Entire home/apt",2,3,7,2,286,16,4.94,4.94,4.94,1,0,1,3,12.3083875453792,250
"Wright","Entire home/apt",3,5,10,2,269,1,5,5,5,0,0,0,3,48.1948529172304,189
"Ramsey","Private room",3,1,6,1,362,51,4.65,4.47,4.92,0,0,1,7,3.46441558115254,69
"Hennepin","Entire home/apt",3,5,10,2,271,51,4.88,4.73,4.88,1,0,1,5,2.94767283921379,179
"Hennepin","Entire home/apt",1,2,4,4,278,21,4.9,4.95,4.9,1,0,1,1,10.3020262857061,86
"Ramsey","Private room",1,1,2,1,355,66,4.77,4.94,4.71,1,0,0,6,0.864608328498492,40
"Ramsey","Private room",1,1,2,1,343,55,4.78,4.89,4.75,1,0,0,6,0.859277081777337,40
"Ramsey","Private room",1,1,2,1,357,50,4.74,4.88,4.52,1,0,0,6,0.899260627285128,40
"Hennepin","Entire home/apt",1,1,2,30,57,2,4.5,5,4.5,0,0,0,2,3.33128148640752,60
"Hennepin","Entire home/apt",1,2,4,2,207,20,4.85,4.75,4.9,1,1,1,1,1.10920911715196,99
"Hennepin","Entire home/apt",2,3,6,5,234,1,2,4,3,0,0,1,1,6.92366916904912,225
"Wright","Entire home/apt",4,6,16,5,276,37,4.86,4.68,4.89,1,1,1,1,28.9907323833186,400
"Washington","Entire home/apt",2,3,6,1,359,12,4.42,4.67,4.67,1,0,1,91,8.88024464698329,174
"Hennepin","Entire home/apt",5,5,10,2,279,15,4.93,4.87,5,1,0,1,2,2.83404693371632,490
"Hennepin","Entire home/apt",1,1,2,3,299,24,4.96,5,4.96,1,0,1,1,10.4641858152713,75
"Hennepin","Entire home/apt",1,1,2,2,248,13,4.54,4.77,4.69,0,0,1,11,1.91761797270848,100
"Hennepin","Entire home/apt",2,2,6,2,298,95,4.52,4.78,4.69,0,0,1,11,1.94008459644919,135
"Hennepin","Entire home/apt",1,1,4,2,292,16,4.69,5,4.5,0,0,1,11,1.94419909488435,103
"Ramsey","Entire home/apt",2,3,7,2,158,46,4.83,4.83,4.83,0,0,1,18,3.82532189450305,100
"Hennepin","Entire home/apt",1,1,2,1,339,40,4.95,4.98,5,1,0,1,1,5.27301309941078,83
"Ramsey","Entire home/apt",2,2,4,1,271,1,4,5,4,0,1,1,4,1.91135729530008,127
"Hennepin","Entire home/apt",2,3,8,2,310,15,4.8,4.6,5,0,0,1,2,12.1416239267993,329
"Anoka","Private room",2,1,2,3,99,22,4.95,4.82,4.91,1,0,1,5,5.09305330269381,38
"Hennepin","Entire home/apt",6.5,7,16,2,307,19,5,4.84,4.74,1,0,1,6,1.63907741564047,652
"Hennepin","Entire home/apt",2,2,5,2,353,29,4.62,4.83,4.93,0,0,1,38,0.210580729551972,175
"Wright","Entire home/apt",2.5,3,9,7,310,2,5,5,5,0,1,1,6,51.145527673384,195
"Wright","Entire home/apt",2,4,10,3,63,7,4.86,4.57,5,0,0,1,3,44.3861067704983,225
"Hennepin","Entire home/apt",1,2,4,2,32,13,4.92,4.92,5,1,0,1,1,3.91442256031388,210
"Hennepin","Entire home/apt",2,3,7,3,267,35,4.83,4.83,4.89,1,0,1,2,3.36408059010743,175
"Hennepin","Entire home/apt",2,3,6,1,40,45,4.76,4.64,4.91,1,0,0,1,11.7818872316715,182
"Washington","Entire home/apt",2.5,2,8,2,224,39,4.97,5,5,1,0,1,1,15.8203881377456,485
"Hennepin","Entire home/apt",2,2,4,3,221,24,4.71,4.88,5,1,0,1,2,16.1001658316173,225
"Hennepin","Entire home/apt",1,3,6,1,42,16,4.81,4.81,4.94,0,0,1,1,1.85300396633631,164
"Hennepin","Entire home/apt",3,4,9,1,90,46,4.91,4.65,4.8,0,0,0,1,2.98046824703549,250
"Washington","Entire home/apt",2,4,8,2,335,14,4.86,4.93,5,1,0,1,1,15.9896027229064,354
"Ramsey","Entire home/apt",1,2,6,1,353,18,4.22,4.22,4.28,0,0,1,4,1.76585892725189,89
"Hennepin","Entire home/apt",3,4,10,1,337,18,4.61,4.56,4.44,1,0,1,91,6.02674139839057,243
"Pierce","Entire home/apt",1.5,4,8,2,344,4,5,5,5,0,1,0,2,47.0991407687725,300
"Hennepin","Entire home/apt",2,2,4,3,240,9,4.89,4.89,4.89,1,0,1,2,16.219500469493,225
"Anoka","Entire home/apt",2.5,3,6,3,270,8,4.88,5,4.88,0,1,1,1,12.8637059495964,589
"Hennepin","Entire home/apt",2,5,12,2,245,37,4.86,4.78,4.86,1,0,1,2,1.94089362629434,250
"Dakota","Entire home/apt",1,1,2,1,90,21,4.71,5,4.95,0,0,1,1,8.22192117399852,75
"Washington","Entire home/apt",1,2,5,30,213,6,4.5,5,4.83,1,0,1,5,15.3311653556187,89
"Hennepin","Entire home/apt",2.5,4,8,2,177,4,5,4.75,5,0,1,0,1,14.4706105759012,379
"Ramsey","Entire home/apt",2,5,10,1,342,7,4.57,4.86,5,1,0,1,91,1.48767159627954,297
"Dakota","Entire home/apt",1,1,2,2,61,6,4.33,4.5,4.5,0,0,1,2,5.08895117156167,80
"Hennepin","Entire home/apt",1,2,6,2,90,67,4.79,4.81,4.9,1,0,0,1,7.43234274743262,115
"Washington","Entire home/apt",1,2,5,2,24,20,5,5,5,1,0,0,2,22.3847525194525,125
"Carver","Private room",1,1,4,1,160,46,4.63,4.63,4.8,0,0,1,1,15.6378821572732,93
"St. Croix","Entire home/apt",1,2,4,2,0,25,4.92,5,4.88,1,0,1,1,17.7548392661466,264
"Ramsey","Entire home/apt",2,3,8,3,358,30,4.87,4.9,4.8,1,0,0,6,3.17555063919503,152
"Hennepin","Entire home/apt",1,2,4,1,172,72,5,5,5,1,0,1,1,1.80615960214366,107
"St. Croix","Entire home/apt",1,2,4,2,230,41,4.85,4.98,4.8,1,1,1,4,17.5417685962392,94
"Hennepin","Entire home/apt",1,2,5,30,141,2,4.5,4.5,5,1,0,1,3,2.69113267903921,214
"Ramsey","Entire home/apt",1,1,2,1,352,18,4.67,4.83,4.67,1,0,0,2,5.19693112108157,79
"Ramsey","Entire home/apt",1,2,6,1,322,51,4.94,4.94,4.9,1,0,1,2,4.76405160250264,140
"Hennepin","Entire home/apt",2,6,11,28,365,2,5,5,4.5,0,0,1,1,8.54544694573091,300
"Scott","Private room",1,1,2,1,354,19,4.89,4.74,4.95,1,1,1,1,18.6234699586765,65
"Ramsey","Entire home/apt",1.5,4,10,2,365,4,4,4.75,4.25,0,0,1,1,5.69173640693993,175
"Hennepin","Entire home/apt",1,2,3,2,161,63,4.98,4.97,4.89,1,0,1,1,3.11894030468511,89
"Ramsey","Entire home/apt",2,3,8,1,249,33,4.94,5,4.91,1,0,1,1,3.8911964266739,190
"Wright","Entire home/apt",1,2,6,2,193,21,5,4.95,4.95,1,0,0,1,51.1792525814896,150
"Hennepin","Entire home/apt",1,3,6,1,228,86,4.71,4.74,4.81,1,1,1,2,7.05466822933147,93
"Hennepin","Entire home/apt",1.5,3,6,1,352,14,4.5,4.29,4.64,0,0,1,1,5.91731402017288,213
"Anoka","Entire home/apt",1,1,2,90,356,1,5,5,5,0,0,1,1,26.9836520657215,110
"Le Sueur","Entire home/apt",1,2,4,1,274,15,5,5,4.87,1,0,1,1,33.7454205936737,104
"Dakota","Entire home/apt",3,4,16,2,116,6,4.67,4.83,4.67,1,1,1,6,5.74337908683267,346
"Washington","Entire home/apt",1,3,5,2,307,20,5,5,5,1,0,0,2,15.8438619033017,389
"Hennepin","Entire home/apt",1.5,3,7,2,298,2,5,5,5,0,0,1,2,12.803036178476,329
"Dakota","Private room",1,1,2,1,365,3,5,5,5,1,0,0,2,17.971374706425,60
"Hennepin","Entire home/apt",2.5,5,12,3,218,25,4.96,5,4.84,1,0,1,1,4.6771546992706,399
"Hennepin","Entire home/apt",2,5,10,1,171,63,4.94,4.92,4.63,1,0,0,1,8.49484333003466,281
"Wright","Entire home/apt",1,1,4,3,0,3,3.33,3.67,4.33,0,0,1,1,44.9511283722205,70
"Sherburne","Entire home/apt",1,2,6,3,234,2,5,5,5,1,1,1,24,48.640594379693,58
"Ramsey","Entire home/apt",2.5,6,16,1,327,53,4.96,4.96,4.89,1,0,1,4,3.52348637341347,276
"Sherburne","Private room",1,1,2,14,234,1,5,5,5,1,1,1,24,48.691293242794,41
"Ramsey","Entire home/apt",2,4,8,3,358,42,4.86,4.83,4.6,1,0,0,6,3.13055618837856,154
"Anoka","Entire home/apt",2,4,8,3,77,41,4.56,4.59,4.66,0,1,0,1,11.8468991548609,160
